course_number,course_name,unit,section,day,start_time,end_time,location,classroom,instructor,course_rate
70483,Advertising and Marketing Communications,9,A,MW,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",TPR 2612,"Murphy, Melissa",4.499090909
70485,Product and Brand Management,9,W,MW,03:00PM,04:20PM,"Doha, Qatar",CMB 2147,TBA,4.4325
70492,Investment  Analysis,9,W,UT,10:30AM,11:50AM,"Doha, Qatar",CMB 1199,"Akguc, Serkan",3.720869565
70497,Derivative Securities,9,A,MW,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",TPR 2610,"Seppi, Duane",4.535833333
70499,Internship,3,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Lankford, John",
70500,Honors Thesis I,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Hollifield, George Burton",
70502,Independent Study in Management,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Hollifield, George Burton",5
70503,Independent Study in Marketing,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Hollifield, George Burton",
70504,Independent Study in Organizational Behavior,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Hollifield, George Burton",4.5
70505,Independent Study in Finance,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Hollifield, George Burton",
70506,Independent Study Management Information Systems,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Hollifield, George Burton",
70507,Independent Study in Business Communications,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Hollifield, George Burton",
70508,Independent Study in International Management,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Hooker, John",5
70509,Independent Study in Entrepreneurship,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Hollifield, George Burton",
70514,Independent Study: Graphic Media Management,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Stanton, Anthony",
42050,Study Abroad,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Zapanta, Conrad",
42101,Introduction to Biomedical Engineering,12,A,MF,02:30PM,03:20PM,"Pittsburgh, Pennsylvania",DH  A302,"Abbott-Beauregard, Rosalyn",3.72625
42200,Sophomore BME Research Project,3-12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Zapanta, Conrad",
42201,Professional Issues in Biomedical Engineering,3,A,W,12:30PM,01:20PM,"Pittsburgh, Pennsylvania",PH  126A,"Wang, Yu-Li",4.172272727
42202,Physiology,9,A,MWF,12:30PM,01:20PM,"Pittsburgh, Pennsylvania",DH  A302,"Campbell, Phil",4.431904762
42203,Biomedical Engineering Laboratory: Biomedical Engineering Laboratory,9,A,MW,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",EDS 125,"Ren, Xi",4.698837209
42300,Junior BME Research Project,3-12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Zapanta, Conrad",
42302,Biomedical Engineering Systems Modeling and Analysis,9,A,MW,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",GHC 4211,"Przybycien, Todd",4.25
42400,Senior BME Research Project,3-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Zapanta, Conrad",
42401,Foundation of BME Design,6,A,TR,03:00PM,03:50PM,"Pittsburgh, Pennsylvania",POS 153,"Zapanta, Conrad",3.772666667
42411,Engineering Biomaterials,9,A,MW,11:30AM,01:20PM,"Pittsburgh, Pennsylvania",WEH 4623,"Bettinger, Christopher",3.944
42437,Biomedical Optical Imaging : Introduction to Biophotonics,9,A,MW,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",PH  226A,"Kainerstorfer, Jana",
42444,Medical Devices,9,A,MW,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",POS 151,"Cheng, Boyle",4.331875
42611,Engineering Biomaterials,12,A,MW,11:30AM,01:20PM,"Pittsburgh, Pennsylvania",WEH 4623,"Bettinger, Christopher",4.238333333
42620,Engineering Molecular Cell Biology,12,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",TBD TBD,"Yang, Ge",4.014444444
42631,Neural Data Analysis,9,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",MI  130,"Chase, Steven",4.644
42670,Special Topics: Biomaterial Host Interactions in Regenerative Medicine,12,A,TR,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",EDS 125,"Campbell, Phil",4.395
42674,Special Topics: Engineering for Survival: ICU Medicine: Special Topics,9,A,TR,06:30PM,07:50PM,"Pittsburgh, Pennsylvania",GHC 4301,"Rosenbloom, Alan",4.92
42675,Fundamentals of Computational Biomedical Engineering  : Fundamentals of Computational Biomedical Engineering,12,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",SH  222,"Zapanta, Conrad",
42676,Bio-nanotechnology: Principles and Applications,9,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",PH  226A,"Cohen-Karni, Itzhaq",
42701,Biomedical Engineering Seminar,0,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",BH  136A,"Cohen-Karni, Itzhaq Kainerstorfer, Jana",
42737,Biomedical Optical Imaging,12,A,MW,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",PH  226A,"Kainerstorfer, Jana",
42744,Medical Devices,12,A,MW,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",POS 151,"Cheng, Boyle",4.30375
42790,Practicum in Biomedical Engineering,12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Trumble, Dennis",4.417142857
42798,Current Readings in Biomedical Engineering,1-2,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Cook, Keith",4
42799,Directed Study,3-9,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Cook, Keith",
42801,Biomedical Engineering Seminar,3,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",BH  136A,"Kainerstorfer, Jana Cohen-Karni, Itzhaq",
42890,M.S. Research,9-48 4,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Cook, Keith",
42899,M.S. Research Final Report : MS Thesis Final Presentation,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Cook, Keith",
42990,Ph.D. Thesis Research,3-48,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Cook, Keith",
42996,Teaching Assistantship,2,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Cook, Keith",
42997,Ph.D. Qualifying Examination  : PhD Qualifying Examination,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Cook, Keith",
42998,Ph.D. Proposal : Biomedical Engineering PhD Prospectus,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Cook, Keith",
42999,Ph.D Thesis Defense,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Cook, Keith",
03050,Study Abroad,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,TBA,
03115,Phage Genomics Research,6,W,MW,01:30PM,04:20PM,"Doha, Qatar",CMB 3025,"Vincent, Annette Affara, Nesrine",4.794615385
03117,"Frontiers, Analysis, and Discovery in Biological Sciences",6,Lec 1,TR,01:30PM,02:00PM,"Pittsburgh, Pennsylvania",MI  357,"McGuier, Natalie Drill, Emily Doonan, Carrie",
03121,Modern Biology,9,A,MW,02:30PM,03:20PM,"Pittsburgh, Pennsylvania",POS 152,"Brasier, Daniel",3.812068966
03124,Modern Biology Laboratory,9,Lec 1,W,12:30PM,01:20PM,"Pittsburgh, Pennsylvania",DH  2105,"McGuier, Natalie",4.321621622
03125,Evolution,9,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",PH  A18B,"Hinman, Veronica",3.90625
03132,Basic Science to Modern Medicine,9,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",WEH 5201,"Mccartney, Brooke",4.001818182
03151,Honors Modern Biology,10,Lec 1,MWF,01:30PM,02:20PM,"Pittsburgh, Pennsylvania",POS 153,"Minden, Jonathan",4.203076923
03201,Undergraduate Colloquium for Sophomores,1-3,A,R,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",DH  A302,"Campanaro, Becki",4.342666667
03206,Biomedical Engineering Laboratory,9,A,MW,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",EDS 125,"Ren, Xi",4.673636364
03210,Independent Study,1-12,A1,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Campanaro, Becki",4.36
03220,Genetics,9,Lec 1,MWF,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",DH  A302,"Mcmanus, Charles Cary, Gregory",3.778333333
03221,"Genomes, Evolution, and Disease: Introduction to Quantitative Genetic Analysis",9,Lec 1,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",BH  140C,"Lopez, Antonio-Javier",
03232,Biochemistry I,9,W,W,10:30AM,11:20AM,"Doha, Qatar",CMB 2062,"Rule, Gordon",4.558125
03301,Undergraduate Colloquium for Juniors,1-3,A,R,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",DH  A302,"Campanaro, Becki",4.416666667
03320,Cell Biology,9,A,MWF,11:00AM,11:50AM,"Pittsburgh, Pennsylvania",MI  348,"Linstedt, Adam",4.29
03326,Evolution of Regulatory Genomics,4.5,A1,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",MI  355,"Hinman, Veronica",4.5125
03342,Introduction to Biological Laboratory Practices,1,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Doonan, Carrie",4.75
03343,Experimental Techniques in Molecular Biology,12,Lec 1,W,02:00PM,02:50PM,"Pittsburgh, Pennsylvania",MI  348,"Doonan, Carrie Drill, Emily",4.242051282
03360,Genomics and Epigenetics of the Brain,9,A,MWF,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",GHC 4301,"Pfenning, Andreas",3.216666667
03362,Cellular Neuroscience,9,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",DH  2302,"Gittis, Aryn",3.731818182
03390,Molecular and Cellular Immunology,9,W,UTR,10:30AM,11:20AM,"Doha, Qatar",TBA,"Rule, Gordon",4.529473684
03401,Undergraduate Colloquium for Seniors,1-3,A,R,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",DH  A302,"Campanaro, Becki",4.306666667
03411,Topics in Research,1-2,A,W,12:00PM,12:50PM,"Pittsburgh, Pennsylvania",MI  348,"Campanaro, Becki",
03435,Cancer Biology,9,A,MWF,10:30AM,11:20AM,"Pittsburgh, Pennsylvania",BH  235B,"D\'Antonio, Jason",4.7925
03439,Introduction to Biophysics,9,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",WEH 5304,"Loesche, P.",3.916666667
03442,Molecular Biology,9,A,MWF,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",DH  2105,"Woolford, John",4.522666667
03445,Undergraduate Research,1-18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Campanaro, Becki",4.958333333
03451,Advanced Developmental Biology and Human Health,9,A,T,06:00PM,07:50PM,"Pittsburgh, Pennsylvania",MI  355,"Ettensohn, Charles Mccartney, Brooke",5
03511,Computational Molecular Biology and Genomics,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",PH  225B,"Durand, M",4.631428571
03512,Computational Methods for Biological Modeling and Simulation,9,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",GHC 5222,"Schwartz, Russell",4.5
03534,Biological Imaging and Fluorescence Spectroscopy,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",MI  296,"Lanni, Frederick",4.595833333
03601,Computational Biology Internship,3-36,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Brasier, Daniel",
03700,MS Thesis Research,6-36,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Brasier, Daniel",
03709,Applied Cell and Molecular Biology,12,A,TR,12:30PM,02:20PM,"Pittsburgh, Pennsylvania",MI  SOCIAL,"Brasier, Daniel Wong, Stephanie",4.28625
03711,Computational Molecular Biology and Genomics,12,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",PH  225B,"Durand, M",4.501
03712,Computational Methods for Biological Modeling and Simulation,12,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",GHC 5222,"Schwartz, Russell",4.436
03726,Evolution of Regulatory Genomics,6,A1,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",MI  355,"Hinman, Veronica",4.22
03728,Genome Editing Biotechnology  This Section Cancelled,6,A2,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",MI  355,"Mitchell, Aaron",4.33
03742,Advanced Molecular Biology,12,Lec 1,MWF,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",DH  2105,"Woolford, John",4.688461538
03747,Proposal Preparation and Peer Review,4,A2,MR,03:30PM,04:50PM,"Pittsburgh, Pennsylvania",TBA,"Barth, Alison",4.612
03750,Graduate Seminar,1,A,W,12:00PM,12:50PM,"Pittsburgh, Pennsylvania",MI  348,"Hiller, Natalia Kuhlman, Sandra",
03751,Advanced Developmental Biology and Human Health,12,A,T,06:00PM,07:50PM,"Pittsburgh, Pennsylvania",MI  355,"Ettensohn, Charles",4.446
03755,Graduate Research Seminar,3,A,W,03:30PM,04:20PM,"Pittsburgh, Pennsylvania",MI  348,"Hiller, Natalia Kuhlman, Sandra",
03756,Graduate Independent Study,VAR,A1,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Woolford, John",3.89
03762,Advanced Cellular Neuroscience,12,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",DH  2302,"Gittis, Aryn",4.170714286
03871,Structural Biophysics,12,A,MWF,11:00AM,12:20PM,"Pittsburgh, Pennsylvania",OFF CAMP,"Rule, Gordon",4.52
03900,Doctoral Thesis Research,5-36,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Hinman, Veronica Brasier, Daniel",
52190,BXA Seminar I: Building the Wunderkammer,9,A,F,11:30AM,01:20PM,"Pittsburgh, Pennsylvania",MM  107,"Murray, M. Stephanie",4.446
52292,BXA Student Advisory Council,3,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Hagan, Carrie",4.67
52390,BXA Undergraduate Research Project,3-12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Murray, M. Stephanie Hagan, Carrie",
52400,BXA Seminar: Capstone Project Research & Production,9,A,T,04:30PM,06:20PM,"Pittsburgh, Pennsylvania",CFA 303,"Murray, M. Stephanie",4
52401,BXA Seminar IV: Capstone Project Research,9,A,T,04:30PM,06:20PM,"Pittsburgh, Pennsylvania",CFA 303,"Murray, M. Stephanie",3.744285714
52402,BXA Seminar V: Capstone Project Production,9,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Murray, M. Stephanie",4.4875
52590,BXA Internship,3-12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Murray, M. Stephanie Hagan, Carrie",5
64590,Center for Arts in Society Internship,"3,6,9,12",A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
02090,Computational Biology Undergraduate Internship,3,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Compeau, Phillip",
02261,Quantitative Cell and Molecular Biology Laboratory,9,Lec 1,M,11:30AM,12:20PM,"Pittsburgh, Pennsylvania",EDS 125,"Kangas, Joshua",4.365
02319,Genomics and Epigenetics of the Brain,9,A,MWF,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",GHC 4301,"Pfenning, Andreas",4
02402,Computational Biology Seminar,3,A,F,11:00AM,12:20PM,"Pittsburgh, Pennsylvania",NSH 1305,"Mohimani, Seyed Hosein",
02500,Undergraduate Research in Computational Biology,6-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Compeau, Phillip",
02510,Computational Genomics,VAR,W,MW,01:30PM,02:50PM,"Doha, Qatar",CMB 2052,"Ilyin, Valentin",2.945
02512,Computational Methods for Biological Modeling and Simulation,9,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",GHC 5222,"Schwartz, Russell",4.666666667
02518,Computational Medicine,12,A,TR,04:30PM,05:50PM,"Pittsburgh, Pennsylvania",GHC 4101,"Langmead, Christopher",5
02601,Programming for Scientists,12,Lec 1,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",GHC 4211,"Compeau, Phillip",4.262
02602,Professional Issues in Computational Biology,1,A,R,04:30PM,05:20PM,"Pittsburgh, Pennsylvania",GHC 4211,"Compeau, Phillip",3.82
02613,Algorithms and Advanced Data Structures,12,A,MWF,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",POS 153,"Ma, Jian",4.02
02700,M.S. Thesis Research,1-12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Compeau, Phillip",
02701,CPCB Course - Current Topics in Computational Biology,3,A,W,03:30PM,04:50PM,"Pittsburgh, Pennsylvania",DNM,"Kim, Se Young",
02702,Computational Biology Seminar,3,A,F,11:00AM,12:20PM,"Pittsburgh, Pennsylvania",NSH 1305,"Mohimani, Seyed Hosein",
02711,Computational Molecular Biology and Genomics,12,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",PH  225B,"Durand, M",4.67125
02712,Computational Methods for Biological Modeling and Simulation,12,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",GHC 5222,"Schwartz, Russell",4.2875
02718,Computational Medicine,12,A,TR,04:30PM,05:50PM,"Pittsburgh, Pennsylvania",GHC 4101,"Langmead, Christopher",4.27
02719,Genomics and Epigenetics of the Brain,12,A,MWF,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",GHC 4301,"Pfenning, Andreas",4
02730,Cell and Systems Modeling,12,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",TBA,"Bar-Joseph, Ziv",3.496153846
02760,Laboratory Methods for Computational Biologists,6,A,MWF,09:00AM,10:50PM,"Pittsburgh, Pennsylvania",EDS 125,"Kangas, Joshua",3.844210526
02790,Computational Biology MS Internship,3,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Compeau, Phillip",
02801,Computational Biology Internship,3,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Bar-Joseph, Ziv",
02900,Ph.D. Thesis Research,1-48,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Bar-Joseph, Ziv",
12050,Study Abroad,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
12100,Exploring CEE: Infrastructure and Environment in a Changing World,12,Lec 1,MF,02:30PM,03:20PM,"Pittsburgh, Pennsylvania",HH  B103,"Samaras, Constantinos",4.102857143
12200,CEE Challenges: Design in a Changing World,9,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",PH  107E,"Christian, Sarah",
12201,Geology,9,Lec 1,T,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",POS 146,"Jacobs, Alan",3.662857143
12212,Statics,9,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",PH  107E,"Noh, Hae Young",3.856666667
12215,Introduction to Professional Writing in CEE,9,A,MWF,12:30PM,01:20PM,"Pittsburgh, Pennsylvania",PH  7F,"Francioni Rooney, Andrea",4.814285714
12301,"CEE Projects: Designing the Built, Natural and Information Environments",9,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",PH  107E,"Coffelt, Donald Finger, Susan",3.45
12320,Engineering Mechanics,9,A,MW,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",PH  7F,"Leech, Thomas",
12335,Soil Mechanics,9,A,MWF,09:30AM,10:20AM,"Pittsburgh, Pennsylvania",PH  A18A,"Christian, Sarah",4.006
12336,Soil Mechanics Laboratory,3,Lec 1,T,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",PH  107E,"Christian, Sarah",4.11
12355,Fluid Mechanics,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",PH  107E,"Gregory, Kelvin",4.488
12356,Fluid Mechanics Lab,3,Lec 1,R,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",PH  107E,"Gregory, Kelvin",4.422
12401,Civil & Environmental Engineering Design,15,Lec 1,MF,10:30AM,12:20PM,"Pittsburgh, Pennsylvania",PH  107E,"Thompson, James DiPietro, Gwen",3.5
12411,Project Management for Construction,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",POS 151,"Leach, Patrick",3.767272727
12421,Engineering Economics,6,A1,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",POS 152,"Pozzi, Matteo",3.666666667
12600,AutoCAD,3,A2,W,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",PH  107E,"Kurland, Kristen",4.448333333
12606,Traffic Engineering,6,A1,T,06:30PM,08:50PM,"Pittsburgh, Pennsylvania",PH  7F,"Cerminara, Greg",5
12623,Molecular Simulation of Materials,12,A,MW,02:30PM,04:20PM,"Pittsburgh, Pennsylvania",PH  A18B,"Mcgaughey, Alan",4.785714286
12629,Environmental Microbiology for Engineers,9,A,MW,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",BH  235B,TBA,4.3875
12635,Structural Analysis,9,A,MW,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",PH  7F,"Thompson, James",4.633333333
12645,Smart Cities: Growth and Intelligent Transportation Systems,6,A2,T,06:00PM,08:50PM,"Pittsburgh, Pennsylvania",POS 151,"Qian, Zhen",4.54
12648,CEE Senior Research Project,3-12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Dzombak, David",
12651,Air Quality Engineering,9,A,MWF,02:30PM,03:20PM,"Pittsburgh, Pennsylvania",WEH 5328,"Sullivan, Christopher",3.166666667
12659,Special Topics: Matlab,6,A1,MW,06:30PM,07:50PM,"Pittsburgh, Pennsylvania",SH  214,"Finger, Susan",4.646666667
12690,Independent Study,3-9,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Dzombak, David",4.61
12702,Fundamentals of Water Quality Engineering,12,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",PH  7F,"Lowry, Gregory",4.82
12703,Numerical Methods in Engineering,12,A,MW,11:30AM,01:20PM,"Pittsburgh, Pennsylvania",WEH 5403,"Zhang, Yongjie",4.625
12704,Probability and Estimation Methods for Engineering Systems,12,A,MW,04:30PM,06:20PM,"Pittsburgh, Pennsylvania",HH  B103,"Oppenheim, Irving",4.273333333
12706,Civil Systems Investment Planning and Pricing,12,A,TR,04:30PM,06:20PM,"Pittsburgh, Pennsylvania",POS MN AUD,TBA,4.545
12709,Data Analytics for Engineered Systems,12,A,MW,10:30AM,12:20PM,"Pittsburgh, Pennsylvania",TBD TBD,"Matthews, H Scott",4.5
12712,Introduction to Sustainable Engineering,12,A,MWF,01:30PM,02:20PM,"Pittsburgh, Pennsylvania",PH  A18C,"DiPietro, Gwen",4.1475
12720,Water Resources Chemistry,12,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",WEH 5302,"Karamalidis, Athanasios",3.476666667
12729,Environmental Microbiology for Engineers,12,A,MW,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",BH  235B,TBA,4.135555556
12740,Data Acquisition,6,A1,TR,06:30PM,07:50PM,"Pittsburgh, Pennsylvania",MM  A14,TBA,4.41
12741,Data Management,6,A2,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",POS 152,"Pozzi, Matteo",4.346666667
12746,Special Topics: Fundamental Python Prototyping for Infrastructure Systems,6,A1,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",SH  125,"Liu, Xuesong",4.056666667
12747,Sustainable Buildings,6,A1,MW,06:30PM,07:50PM,"Pittsburgh, Pennsylvania",WEH 5302,"Flynn, Katharine",4.023333333
12748,Mechanical and Electrical System Design for Buildings,6,A2,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",WEH 5403,"Mattern, Gerry",4.246666667
12751,Air Quality Engineering,12,A,MWF,02:30PM,03:20PM,"Pittsburgh, Pennsylvania",WEH 5328,"Sullivan, Christopher",4.562222222
12755,Finite Elements in Mechanics I,12,A,TR,08:30AM,10:20AM,"Pittsburgh, Pennsylvania",BH  A53,"Dayal, Kaushik",4.695454545
12766,Special Topics: Climate Change Science and Solutions,12,A,MW,06:30PM,07:50PM,"Pittsburgh, Pennsylvania",SH  220,"Vaishnav, Parth",4.465
12775,Introduction to Solid Mechanics I,12,A,W,07:30PM,09:20PM,"Pittsburgh, Pennsylvania",PH  A18B,"Youssef, Mohamed",3.723333333
12780,Special Topics: Advanced Python and Web Prototyping for Infrastructure Systems,6,A2,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",SH  125,"Liu, Xuesong",4.42
12783,Geographic Information Systems,12,B,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",HBH 2009,"Qian, Zhen",4.5
12790,Teaching Workshop,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Dzombak, David",4.47
12791,Graduate Project,0-99,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Dzombak, David",
12792,Advanced Independent Study,0-99,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Dzombak, David",4.625
12793,Graduate Teaching Assignment,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Dzombak, David",
12794,Graduate Seminar,0,A,F,03:30PM,04:50PM,"Pittsburgh, Pennsylvania",PH  7F,"Small, Mitchell",4.36375
12798,Professional Communication for CEE Grad Students,3,A,F,10:30AM,11:20AM,"Pittsburgh, Pennsylvania",PH  7F,"Francioni Rooney, Andrea",4.788571429
12799,Ph.D. Thesis,0-99,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Dzombak, David",
